2024-09-30 01:47:04 - 0.1, 1.788888888888889, 0.7333333333333333, 33.7, 33.7, 6.034069936618235, [39, 37, 31, 45, 34, 30, 39, 26, 34, 40, 24, 40, 35, 41, 31, 26, 29, 38, 23, 32]
2024-09-30 01:47:37 - 0.1, 1.788888888888889, 0.9444444444444444, 33.89473684210526, 34.5, 5.181698563212646, [29, 42, 36, 46, 32, 31, 35, 39, 36, 28, 28, 39, 39, 33, 26, 30, 31, 35, 34, 41]
2024-09-30 01:48:11 - 0.1, 1.788888888888889, 1.1555555555555557, 34.05, 34.05, 5.074199444247339, [28, 31, 31, 30, 36, 29, 41, 27, 31, 37, 27, 37, 39, 32, 44, 36, 36, 44, 33, 32]
2024-09-30 01:48:45 - 0.1, 1.788888888888889, 1.3666666666666667, 36.95, 36.95, 5.454126877878805, [47, 35, 45, 31, 31, 44, 39, 32, 38, 38, 39, 38, 29, 34, 31, 33, 40, 31, 47, 37]
2024-09-30 01:49:19 - 0.1, 1.788888888888889, 1.577777777777778, 34.6, 34.6, 5.295280917949491, [27, 32, 28, 43, 41, 31, 37, 40, 45, 27, 30, 37, 29, 33, 30, 36, 38, 40, 35, 33]
2024-09-30 01:49:52 - 0.1, 1.788888888888889, 1.788888888888889, 34.68421052631579, 35.35, 5.28464757576132, [30, 34, 35, 41, 48, 30, 27, 37, 41, 34, 34, 42, 37, 34, 30, 30, 44, 34, 33, 32]
2024-09-30 01:50:26 - 0.1, 1.788888888888889, 2.0, 38.22222222222222, 38.25, 4.035777496344416, [39, 43, 41, 41, 33, 32, 36, 36, 35, 40, 42, 40, 37, 38, 30, 43, 39, 47, 35, 38]
2024-09-30 01:50:58 - 0.1, 2.0, 0.1, 32.95, 32.95, 3.2476914878109957, [29, 27, 35, 28, 36, 30, 31, 38, 38, 35, 32, 32, 36, 35, 33, 30, 33, 32, 38, 31]
2024-09-30 01:51:31 - 0.1, 2.0, 0.3111111111111111, 29.94736842105263, 30.45, 4.2482349275905165, [31, 25, 31, 30, 38, 35, 32, 40, 33, 31, 29, 27, 23, 30, 33, 29, 28, 23, 33, 28]
2024-09-30 01:52:04 - 0.1, 2.0, 0.5222222222222223, 33.388888888888886, 34.35, 4.126439142893059, [36, 43, 34, 43, 31, 32, 33, 31, 31, 34, 29, 30, 38, 34, 32, 30, 34, 34, 36, 42]
2024-09-30 01:52:38 - 0.1, 2.0, 0.7333333333333333, 35.63157894736842, 35.15, 4.464022849403888, [38, 37, 29, 34, 41, 38, 35, 32, 30, 39, 43, 33, 38, 40, 32, 34, 29, 35, 26, 40]
2024-09-30 01:53:12 - 0.1, 2.0, 0.9444444444444444, 35.05263157894737, 35.65, 5.082076347321043, [31, 40, 28, 33, 30, 38, 32, 35, 45, 35, 36, 35, 39, 26, 39, 38, 47, 34, 39, 33]
2024-09-30 01:53:45 - 0.1, 2.0, 1.1555555555555557, 34.421052631578945, 34.85, 3.1348843678834473, [33, 36, 35, 37, 33, 36, 36, 39, 36, 33, 29, 37, 33, 33, 33, 43, 32, 33, 31, 39]
2024-09-30 01:54:19 - 0.1, 2.0, 1.3666666666666667, 35.0, 34.8, 3.9824615503479754, [34, 43, 35, 33, 37, 32, 32, 35, 34, 42, 35, 38, 36, 23, 34, 37, 37, 33, 34, 32]
2024-09-30 01:54:53 - 0.1, 2.0, 1.577777777777778, 35.75, 35.75, 4.4144648599802, [40, 30, 34, 35, 40, 34, 33, 35, 43, 39, 43, 37, 40, 40, 33, 30, 37, 30, 35, 27]
2024-09-30 01:55:26 - 0.1, 2.0, 1.788888888888889, 36.31578947368421, 37.0, 5.612486080160912, [38, 27, 44, 29, 30, 47, 35, 38, 38, 50, 36, 41, 35, 38, 39, 33, 34, 33, 41, 34]
2024-09-30 01:56:00 - 0.1, 2.0, 2.0, 36.4, 36.4, 5.77408001330082, [44, 35, 41, 29, 45, 46, 30, 29, 35, 32, 36, 35, 30, 42, 31, 39, 36, 32, 34, 47]
2024-09-30 01:56:23 - 0.3111111111111111, 0.1, 0.1, 37.0, 37.45, 3.7212229172679243, [38, 34, 32, 33, 37, 46, 43, 35, 37, 37, 40, 40, 42, 37, 39, 33, 38, 40, 37, 31]
2024-09-30 01:56:49 - 0.3111111111111111, 0.1, 0.3111111111111111, 21.57894736842105, 21.75, 1.299038105676658, [21, 21, 23, 25, 20, 21, 23, 23, 20, 21, 21, 20, 21, 22, 23, 21, 23, 23, 21, 22]
2024-09-30 01:57:21 - 0.3111111111111111, 0.1, 0.5222222222222223, 20.666666666666668, 20.95, 1.023474474522936, [21, 24, 21, 21, 21, 22, 21, 20, 21, 21, 20, 20, 21, 20, 21, 23, 20, 20, 20, 21]
2024-09-30 01:57:53 - 0.3111111111111111, 0.1, 0.7333333333333333, 22.11111111111111, 22.5, 1.746424919657298, [25, 23, 21, 21, 21, 20, 26, 26, 24, 22, 22, 24, 22, 22, 24, 22, 20, 22, 21, 22]
2024-09-30 01:58:27 - 0.3111111111111111, 0.1, 0.9444444444444444, 23.31578947368421, 23.55, 1.935846068260594, [22, 24, 22, 23, 24, 25, 23, 23, 23, 21, 25, 26, 26, 25, 25, 21, 28, 23, 22, 20]
2024-09-30 01:59:00 - 0.3111111111111111, 0.1, 1.1555555555555557, 24.105263157894736, 24.4, 2.7640549922170505, [27, 21, 30, 29, 26, 25, 28, 22, 23, 21, 23, 25, 22, 23, 25, 23, 26, 22, 27, 20]
2024-09-30 01:59:34 - 0.3111111111111111, 0.1, 1.3666666666666667, 24.42105263157895, 24.8, 3.009983388658482, [22, 21, 27, 21, 24, 27, 23, 24, 23, 25, 29, 25, 21, 27, 25, 22, 23, 32, 30, 25]
2024-09-30 02:00:08 - 0.3111111111111111, 0.1, 1.577777777777778, 25.27777777777778, 25.85, 2.414021540914662, [22, 23, 25, 27, 23, 26, 24, 28, 31, 26, 26, 26, 24, 26, 31, 29, 27, 25, 24, 24]
2024-09-30 02:00:42 - 0.3111111111111111, 0.1, 1.788888888888889, 26.45, 26.45, 2.5975950415721076, [23, 23, 27, 31, 23, 26, 29, 24, 26, 28, 26, 27, 26, 24, 29, 28, 25, 30, 31, 23]
2024-09-30 02:01:16 - 0.3111111111111111, 0.1, 2.0, 26.31578947368421, 26.85, 3.758656674930553, [23, 27, 24, 23, 27, 29, 23, 29, 26, 29, 25, 24, 24, 37, 32, 27, 33, 28, 22, 25]
2024-09-30 02:01:41 - 0.3111111111111111, 0.3111111111111111, 0.1, 21.05263157894737, 21.2, 1.208304597359457, [22, 20, 21, 20, 22, 22, 20, 21, 20, 21, 23, 20, 20, 23, 22, 22, 21, 20, 24, 20]
2024-09-30 02:02:10 - 0.3111111111111111, 0.3111111111111111, 0.3111111111111111, 22.57894736842105, 23.0, 2.280350850198276, [22, 25, 21, 22, 25, 23, 24, 31, 22, 24, 23, 23, 22, 24, 21, 23, 21, 23, 20, 21]
2024-09-30 02:02:43 - 0.3111111111111111, 0.3111111111111111, 0.5222222222222223, 22.42105263157895, 22.65, 1.851350858157362, [21, 25, 27, 25, 21, 22, 25, 20, 21, 22, 22, 24, 21, 21, 23, 25, 22, 23, 22, 21]
2024-09-30 02:03:17 - 0.3111111111111111, 0.3111111111111111, 0.7333333333333333, 24.157894736842106, 24.45, 2.4181604578687494, [22, 25, 25, 24, 24, 27, 27, 24, 23, 21, 21, 23, 25, 27, 23, 21, 23, 30, 28, 26]
2024-09-30 02:03:51 - 0.3111111111111111, 0.3111111111111111, 0.9444444444444444, 24.36842105263158, 24.65, 2.056088519495209, [23, 25, 23, 25, 22, 27, 21, 25, 26, 23, 26, 24, 23, 23, 26, 27, 25, 26, 23, 30]
